Target234_1527.pdb,1230.48
Target234_1042.pdb,720.73
Target234_1235.pdb,716.08
Target234_1415.pdb,642.30
Target234_1488.pdb,513.96
Target234_1217.pdb,428.90
Target234_161.pdb,401.48
Target234_1513.pdb,385.91
Target234_1003.pdb,385.91
Target234_1535.pdb,367.50
Target234_1025.pdb,363.73
Target234_598.pdb,345.31
Target234_479.pdb,345.31
Target234_1563.pdb,342.23
Target234_1424.pdb,340.26
Target234_1351.pdb,329.45
Target234_1591.pdb,325.67
Target234_1190.pdb,317.66
Target234_1460.pdb,316.95
Target234_1300.pdb,314.22
Target234_1490.pdb,309.49
Target234_1272.pdb,309.49
Target234_1233.pdb,258.87
Target234_1568.pdb,250.04
Target234_861.pdb,242.25
Target234_1616.pdb,240.49
Target234_253.pdb,232.01
Target234_1444.pdb,232.01
Target234_1156.pdb,230.26
Target234_647.pdb,227.01
Target234_1430.pdb,227.01
Target234_460.pdb,226.35
Target234_1281.pdb,212.97
Target234_1222.pdb,209.07
Target234_1320.pdb,192.53
Target234_1144.pdb,192.53
Target234_44.pdb,183.38
Target234_1001.pdb,176.16
Target234_1319.pdb,174.33
Target234_92.pdb,164.13
Target234_465.pdb,164.13
Target234_1096.pdb,158.69
Target234_1013.pdb,158.69
Target234_279.pdb,156.43
Target234_1454.pdb,156.43
Target234_437.pdb,152.34
Target234_1315.pdb,152.34
Target234_568.pdb,149.75
Target234_206.pdb,149.75
Target234_337.pdb,147.14
Target234_1012.pdb,147.14
Target234_513.pdb,136.45
Target234_1312.pdb,136.45
Target234_1667.pdb,134.30
Target234_1359.pdb,134.30
Target234_721.pdb,134.04
Target234_246.pdb,134.04
Target234_999.pdb,132.94
Target234_1142.pdb,132.94
Target234_1221.pdb,131.74
Target234_850.pdb,129.96
Target234_1110.pdb,129.96
Target234_1582.pdb,128.06
Target234_933.pdb,125.56
Target234_1132.pdb,125.56
Target234_368.pdb,125.40
Target234_137.pdb,125.40
Target234_593.pdb,125.12
Target234_1251.pdb,125.12
Target234_1274.pdb,119.26
Target234_391.pdb,117.92
Target234_1500.pdb,117.92
Target234_750.pdb,116.14
Target234_1302.pdb,116.14
Target234_1531.pdb,115.85
Target234_1046.pdb,115.85
Target234_972.pdb,115.48
Target234_294.pdb,115.48
Target234_516.pdb,113.96
Target234_1357.pdb,113.96
Target234_679.pdb,112.59
Target234_177.pdb,112.59
Target234_875.pdb,111.36
Target234_658.pdb,111.36
Target234_1572.pdb,109.87
Target234_1373.pdb,109.87
Target234_698.pdb,107.17
Target234_1090.pdb,107.17
Target234_198.pdb,107.10
Target234_1536.pdb,107.10
Target234_1532.pdb,105.52
Target234_889.pdb,104.96
Target234_825.pdb,104.96
Target234_1290.pdb,104.95
Target234_1223.pdb,104.95
Target234_983.pdb,104.75
Target234_124.pdb,101.99
Target234_197.pdb,101.35
Target234_1573.pdb,101.35
Target234_374.pdb,101.16
Target234_1306.pdb,101.16
Target234_630.pdb,100.63
Target234_165.pdb,99.08
Target234_1547.pdb,99.08
Target234_367.pdb,97.33
Target234_1166.pdb,94.61
Target234_321.pdb,93.93
Target234_1648.pdb,93.93
Target234_836.pdb,92.13
Target234_1125.pdb,91.16
Target234_218.pdb,90.79
Target234_101.pdb,90.79
Target234_1279.pdb,88.30
Target234_1260.pdb,88.30
Target234_864.pdb,88.10
Target234_1336.pdb,88.10
Target234_787.pdb,87.27
Target234_521.pdb,87.27
Target234_710.pdb,86.77
Target234_515.pdb,86.77
Target234_752.pdb,86.24
Target234_1562.pdb,85.33
Target234_1308.pdb,85.33
Target234_1473.pdb,83.93
Target234_1266.pdb,83.93
Target234_1634.pdb,83.81
Target234_422.pdb,83.03
Target234_127.pdb,83.03
Target234_1083.pdb,82.49
Target234_266.pdb,81.71
Target234_1491.pdb,81.71
Target234_867.pdb,81.19
Target234_1452.pdb,81.19
Target234_1421.pdb,80.47
Target234_273.pdb,79.40
Target234_1162.pdb,79.40
Target234_1088.pdb,77.41
Target234_780.pdb,77.37
Target234_455.pdb,77.37
Target234_300.pdb,76.19
Target234_205.pdb,76.19
Target234_1377.pdb,76.03
Target234_673.pdb,75.20
Target234_1186.pdb,75.11
Target234_0.pdb,74.47
Target234_1210.pdb,72.83
Target234_1102.pdb,72.83
Target234_649.pdb,72.46
Target234_173.pdb,72.46
Target234_416.pdb,69.08
Target234_349.pdb,69.08
Target234_400.pdb,68.56
Target234_1484.pdb,68.00
Target234_148.pdb,67.23
Target234_40.pdb,67.09
Target234_304.pdb,66.82
Target234_1276.pdb,66.82
Target234_384.pdb,66.29
Target234_287.pdb,66.29
Target234_1343.pdb,65.18
Target234_1116.pdb,65.18
Target234_369.pdb,64.52
Target234_1416.pdb,64.52
Target234_1404.pdb,64.52
Target234_1381.pdb,64.52
Target234_1654.pdb,63.62
Target234_1411.pdb,63.62
Target234_790.pdb,62.99
Target234_668.pdb,62.46
Target234_1412.pdb,62.46
Target234_1172.pdb,61.67
Target234_132.pdb,61.63
Target234_1293.pdb,60.44
Target234_767.pdb,59.29
Target234_597.pdb,59.29
Target234_1016.pdb,58.77
Target234_994.pdb,58.70
Target234_71.pdb,58.70
Target234_1277.pdb,57.72
Target234_138.pdb,56.43
Target234_1100.pdb,56.41
Target234_1363.pdb,56.26
Target234_576.pdb,56.22
Target234_24.pdb,56.22
Target234_1050.pdb,56.14
Target234_1268.pdb,54.58
Target234_1174.pdb,54.53
Target234_326.pdb,54.14
Target234_352.pdb,53.91
Target234_1321.pdb,53.91
Target234_746.pdb,53.26
Target234_419.pdb,53.19
Target234_1065.pdb,53.19
Target234_632.pdb,52.71
Target234_1041.pdb,52.71
Target234_277.pdb,51.75
Target234_1056.pdb,51.70
Target234_665.pdb,50.57
Target234_1499.pdb,50.57
Target234_827.pdb,50.17
Target234_286.pdb,50.17
Target234_1068.pdb,49.56
Target234_678.pdb,49.54
Target234_733.pdb,49.01
Target234_126.pdb,48.64
Target234_1213.pdb,48.61
Target234_20.pdb,48.51
Target234_1657.pdb,48.51
Target234_167.pdb,48.41
Target234_63.pdb,48.15
Target234_230.pdb,48.15
Target234_1340.pdb,47.45
Target234_743.pdb,46.87
Target234_558.pdb,46.83
Target234_1461.pdb,46.83
Target234_212.pdb,46.75
Target234_1476.pdb,46.75
Target234_1228.pdb,46.66
Target234_1188.pdb,46.29
Target234_1485.pdb,46.14
Target234_1175.pdb,45.71
Target234_22.pdb,45.45
Target234_716.pdb,45.35
Target234_756.pdb,44.93
Target234_1021.pdb,43.96
Target234_1401.pdb,43.72
Target234_1243.pdb,43.46
Target234_922.pdb,43.45
Target234_202.pdb,43.45
Target234_974.pdb,42.91
Target234_350.pdb,42.91
Target234_1420.pdb,42.58
Target234_862.pdb,42.37
Target234_935.pdb,41.96
Target234_740.pdb,41.93
Target234_1173.pdb,41.61
Target234_109.pdb,41.61
Target234_242.pdb,41.17
Target234_1660.pdb,41.02
Target234_1010.pdb,41.02
Target234_1103.pdb,40.89
Target234_847.pdb,40.53
Target234_804.pdb,39.77
Target234_30.pdb,39.77
Target234_456.pdb,39.06
Target234_809.pdb,39.03
Target234_843.pdb,38.87
Target234_1232.pdb,38.87
Target234_1139.pdb,38.77
Target234_764.pdb,38.67
Target234_1324.pdb,38.67
Target234_775.pdb,38.49
Target234_544.pdb,38.37
Target234_1077.pdb,38.02
Target234_1077.pdb,38.02
Target234_373.pdb,37.94
Target234_789.pdb,37.51
Target234_1024.pdb,37.48
Target234_1311.pdb,37.46
Target234_82.pdb,37.40
Target234_320.pdb,37.32
Target234_288.pdb,37.32
Target234_1008.pdb,36.84
Target234_438.pdb,36.50
Target234_394.pdb,36.44
Target234_1636.pdb,36.40
Target234_453.pdb,36.26
Target234_36.pdb,36.12
Target234_470.pdb,36.04
Target234_532.pdb,36.02
Target234_1154.pdb,35.85
Target234_48.pdb,35.84
Target234_275.pdb,35.84
Target234_261.pdb,35.84
Target234_1263.pdb,35.84
Target234_1652.pdb,35.80
Target234_35.pdb,35.72
Target234_174.pdb,35.50
Target234_877.pdb,35.40
Target234_1397.pdb,35.40
Target234_355.pdb,34.67
Target234_1425.pdb,34.65
Target234_1333.pdb,34.65
Target234_89.pdb,34.34
Target234_552.pdb,34.34
Target234_1220.pdb,34.33
Target234_1149.pdb,34.33
Target234_699.pdb,34.09
Target234_1510.pdb,34.09
Target234_1507.pdb,33.87
Target234_348.pdb,33.78
Target234_1409.pdb,33.78
Target234_134.pdb,33.60
Target234_1037.pdb,33.27
Target234_525.pdb,33.23
Target234_1052.pdb,33.23
Target234_998.pdb,33.14
Target234_571.pdb,32.76
Target234_100.pdb,32.66
Target234_1275.pdb,32.52
Target234_268.pdb,32.51
Target234_547.pdb,32.49
Target234_664.pdb,32.43
Target234_47.pdb,32.32
Target234_747.pdb,32.10
Target234_793.pdb,32.06
Target234_18.pdb,32.06
Target234_1240.pdb,31.98
Target234_81.pdb,31.87
Target234_1570.pdb,31.69
Target234_1061.pdb,31.61
Target234_1265.pdb,31.52
Target234_120.pdb,31.08
Target234_297.pdb,31.06
Target234_274.pdb,31.06
Target234_1504.pdb,31.06
Target234_1389.pdb,30.96
Target234_1647.pdb,30.94
Target234_1189.pdb,30.94
Target234_720.pdb,30.79
Target234_1545.pdb,30.79
Target234_618.pdb,30.78
Target234_432.pdb,30.62
Target234_715.pdb,30.51
Target234_1575.pdb,30.51
Target234_830.pdb,30.33
Target234_1072.pdb,30.33
Target234_637.pdb,30.26
Target234_1084.pdb,30.26
Target234_1581.pdb,30.13
Target234_776.pdb,29.26
Target234_172.pdb,29.08
Target234_1204.pdb,29.08
Target234_1345.pdb,29.00
Target234_1087.pdb,28.94
Target234_1586.pdb,28.79
Target234_1291.pdb,28.79
Target234_792.pdb,28.75
Target234_11.pdb,28.69
Target234_909.pdb,28.55
Target234_590.pdb,28.55
Target234_43.pdb,28.38
Target234_943.pdb,28.30
Target234_1211.pdb,28.30
Target234_981.pdb,28.28
Target234_1129.pdb,28.24
Target234_1038.pdb,28.24
Target234_1383.pdb,28.11
Target234_1169.pdb,28.11
Target234_1609.pdb,28.06
Target234_291.pdb,27.57
Target234_1564.pdb,27.51
Target234_941.pdb,27.34
Target234_718.pdb,27.34
Target234_587.pdb,27.32
Target234_1044.pdb,27.32
Target234_429.pdb,27.22
Target234_490.pdb,27.20
Target234_1612.pdb,26.91
Target234_1187.pdb,26.76
Target234_1078.pdb,26.76
Target234_694.pdb,26.65
Target234_709.pdb,26.47
Target234_1393.pdb,26.33
Target234_884.pdb,26.15
Target234_207.pdb,25.94
Target234_94.pdb,25.59
Target234_524.pdb,25.39
Target234_708.pdb,25.14
Target234_13.pdb,25.14
Target234_240.pdb,24.94
Target234_1352.pdb,24.82
Target234_810.pdb,24.77
Target234_491.pdb,24.77
Target234_359.pdb,24.63
Target234_942.pdb,24.45
Target234_217.pdb,24.37
Target234_1184.pdb,24.37
Target234_989.pdb,24.28
Target234_1122.pdb,24.19
Target234_761.pdb,24.12
Target234_913.pdb,24.04
Target234_1578.pdb,23.78
Target234_1631.pdb,23.71
Target234_976.pdb,23.42
Target234_481.pdb,23.42
Target234_60.pdb,23.41
Target234_1170.pdb,23.41
Target234_795.pdb,23.25
Target234_26.pdb,22.99
Target234_115.pdb,22.99
Target234_1297.pdb,22.76
Target234_260.pdb,22.72
Target234_425.pdb,22.68
Target234_469.pdb,22.59
Target234_1027.pdb,22.59
Target234_1555.pdb,22.56
Target234_594.pdb,22.49
Target234_358.pdb,22.47
Target234_143.pdb,22.46
Target234_1035.pdb,22.46
Target234_156.pdb,22.44
Target234_1033.pdb,21.95
Target234_21.pdb,21.89
Target234_78.pdb,21.87
Target234_1663.pdb,21.87
Target234_1152.pdb,21.74
Target234_1026.pdb,21.65
Target234_450.pdb,21.41
Target234_1028.pdb,21.22
Target234_354.pdb,21.19
Target234_1661.pdb,21.19
Target234_737.pdb,21.13
Target234_1307.pdb,21.12
Target234_233.pdb,20.99
Target234_52.pdb,20.97
Target234_711.pdb,20.94
Target234_6.pdb,20.77
Target234_1181.pdb,20.71
Target234_328.pdb,20.38
Target234_1642.pdb,20.30
Target234_1446.pdb,20.30
Target234_15.pdb,20.29
Target234_681.pdb,20.12
Target234_1630.pdb,20.02
Target234_1201.pdb,19.98
Target234_848.pdb,19.70
Target234_1262.pdb,19.70
Target234_1645.pdb,19.62
Target234_1622.pdb,19.45
Target234_1521.pdb,19.45
Target234_379.pdb,19.38
Target234_214.pdb,19.38
Target234_554.pdb,19.33
Target234_467.pdb,19.28
Target234_1055.pdb,19.12
Target234_509.pdb,19.03
Target234_302.pdb,19.03
Target234_540.pdb,18.97
Target234_392.pdb,18.81
Target234_953.pdb,18.77
Target234_285.pdb,18.60
Target234_75.pdb,18.58
Target234_353.pdb,18.36
Target234_259.pdb,18.31
Target234_185.pdb,18.31
Target234_611.pdb,18.14
Target234_977.pdb,17.98
Target234_759.pdb,17.72
Target234_1602.pdb,17.72
Target234_176.pdb,17.62
Target234_276.pdb,17.52
Target234_700.pdb,17.29
Target234_290.pdb,17.29
Target234_97.pdb,17.12
Target234_93.pdb,17.12
Target234_555.pdb,17.06
Target234_49.pdb,17.06
Target234_991.pdb,16.89
Target234_584.pdb,16.76
Target234_219.pdb,16.69
Target234_1366.pdb,16.69
Target234_473.pdb,16.60
Target234_636.pdb,16.37
Target234_1267.pdb,16.23
Target234_1640.pdb,16.18
Target234_108.pdb,16.15
Target234_500.pdb,16.12
Target234_691.pdb,16.10
Target234_948.pdb,16.05
Target234_237.pdb,16.04
Target234_1560.pdb,16.03
Target234_1299.pdb,16.01
Target234_712.pdb,15.79
Target234_334.pdb,15.79
Target234_640.pdb,15.44
Target234_1385.pdb,15.44
Target234_80.pdb,15.38
Target234_1380.pdb,15.38
Target234_575.pdb,14.65
Target234_1185.pdb,14.53
Target234_781.pdb,14.47
Target234_683.pdb,14.46
Target234_496.pdb,14.34
Target234_296.pdb,14.18
Target234_1305.pdb,14.05
Target234_112.pdb,13.89
Target234_382.pdb,13.50
Target234_1196.pdb,13.22
Target234_1400.pdb,13.05
Target234_937.pdb,12.96
Target234_180.pdb,12.89
Target234_1419.pdb,12.89
Target234_1140.pdb,12.82
Target234_1462.pdb,12.80
Target234_1216.pdb,12.65
Target234_987.pdb,12.63
Target234_613.pdb,12.54
Target234_446.pdb,12.54
Target234_1253.pdb,12.27
Target234_142.pdb,12.25
Target234_1367.pdb,12.25
Target234_23.pdb,12.15
Target234_1623.pdb,12.07
Target234_381.pdb,12.06
Target234_1301.pdb,12.06
Target234_1493.pdb,11.96
Target234_1627.pdb,11.80
Target234_1344.pdb,11.80
Target234_1171.pdb,11.77
Target234_310.pdb,11.62
Target234_1495.pdb,11.50
Target234_471.pdb,11.45
Target234_457.pdb,11.23
Target234_46.pdb,11.21
Target234_223.pdb,11.12
Target234_133.pdb,11.12
Target234_464.pdb,11.02
Target234_936.pdb,11.01
Target234_791.pdb,10.53
Target234_1257.pdb,10.47
Target234_408.pdb,10.34
Target234_634.pdb,10.26
Target234_289.pdb,10.12
Target234_834.pdb,9.99
Target234_1051.pdb,9.99
Target234_1287.pdb,9.96
Target234_892.pdb,9.89
Target234_1571.pdb,9.81
Target234_627.pdb,9.79
Target234_234.pdb,9.74
Target234_1304.pdb,9.72
Target234_782.pdb,9.64
Target234_330.pdb,9.56
Target234_1104.pdb,9.56
Target234_324.pdb,9.42
Target234_650.pdb,9.38
Target234_164.pdb,9.33
Target234_1045.pdb,9.33
Target234_135.pdb,9.31
Target234_1371.pdb,9.28
Target234_968.pdb,9.21
Target234_1422.pdb,9.19
Target234_1561.pdb,9.16
Target234_1099.pdb,9.13
Target234_1318.pdb,9.06
Target234_574.pdb,9.05
Target234_1288.pdb,9.05
Target234_272.pdb,9.01
Target234_1289.pdb,9.01
Target234_885.pdb,8.97
Target234_179.pdb,8.85
Target234_1322.pdb,8.77
Target234_441.pdb,8.73
Target234_1329.pdb,8.68
Target234_604.pdb,8.60
Target234_1107.pdb,8.45
Target234_542.pdb,8.43
Target234_1069.pdb,8.41
Target234_451.pdb,8.19
Target234_920.pdb,8.18
Target234_595.pdb,8.18
Target234_865.pdb,8.16
Target234_463.pdb,8.16
Target234_1653.pdb,8.09
Target234_1653.pdb,8.09
Target234_770.pdb,8.05
Target234_29.pdb,7.95
Target234_1558.pdb,7.95
Target234_578.pdb,7.91
Target234_1082.pdb,7.89
Target234_510.pdb,7.83
Target234_510.pdb,7.83
Target234_582.pdb,7.79
Target234_581.pdb,7.79
Target234_1353.pdb,7.67
Target234_556.pdb,7.65
Target234_236.pdb,7.65
Target234_423.pdb,7.61
Target234_1587.pdb,7.57
Target234_523.pdb,7.51
Target234_765.pdb,7.45
Target234_301.pdb,7.37
Target234_742.pdb,7.36
Target234_1375.pdb,7.36
Target234_685.pdb,7.33
Target234_826.pdb,7.28
Target234_654.pdb,7.16
Target234_65.pdb,7.08
Target234_472.pdb,7.06
Target234_175.pdb,7.06
Target234_538.pdb,7.02
Target234_1611.pdb,7.00
Target234_1379.pdb,6.88
Target234_1584.pdb,6.87
Target234_1200.pdb,6.85
Target234_801.pdb,6.83
Target234_106.pdb,6.83
Target234_323.pdb,6.76
Target234_530.pdb,6.74
Target234_1529.pdb,6.57
Target234_488.pdb,6.56
Target234_882.pdb,6.54
Target234_564.pdb,6.45
Target234_61.pdb,6.44
Target234_1466.pdb,6.36
Target234_1669.pdb,6.31
Target234_1641.pdb,6.27
Target234_1549.pdb,6.26
Target234_1063.pdb,6.21
Target234_1177.pdb,6.19
Target234_1396.pdb,6.12
Target234_116.pdb,6.10
Target234_1583.pdb,6.07
Target234_160.pdb,5.98
Target234_512.pdb,5.88
Target234_907.pdb,5.87
Target234_1259.pdb,5.83
Target234_498.pdb,5.78
Target234_1229.pdb,5.73
Target234_303.pdb,5.71
Target234_1164.pdb,5.61
Target234_822.pdb,5.58
Target234_444.pdb,5.58
Target234_1459.pdb,5.58
Target234_794.pdb,5.55
Target234_1503.pdb,5.53
Target234_529.pdb,5.52
Target234_146.pdb,5.50
Target234_959.pdb,5.46
Target234_1374.pdb,5.46
Target234_951.pdb,5.43
Target234_569.pdb,5.38
Target234_1478.pdb,5.29
Target234_316.pdb,5.25
Target234_1479.pdb,5.25
Target234_890.pdb,5.21
Target234_129.pdb,5.19
Target234_493.pdb,5.05
Target234_256.pdb,4.96
Target234_1212.pdb,4.92
Target234_1557.pdb,4.83
Target234_1054.pdb,4.83
Target234_1453.pdb,4.81
Target234_1141.pdb,4.71
Target234_317.pdb,4.70
Target234_1350.pdb,4.70
Target234_393.pdb,4.69
Target234_1032.pdb,4.52
Target234_110.pdb,4.44
