Target231_552.pdb,127.37
Target231_572.pdb,86.82
Target231_89.pdb,83.13
Target231_1006.pdb,82.78
Target231_1543.pdb,76.07
Target231_303.pdb,75.63
Target231_1569.pdb,68.45
Target231_267.pdb,66.12
Target231_223.pdb,64.78
Target231_199.pdb,62.86
Target231_1404.pdb,61.41
Target231_83.pdb,57.44
Target231_953.pdb,55.28
Target231_319.pdb,54.31
Target231_702.pdb,54.21
Target231_1607.pdb,54.06
Target231_1525.pdb,52.41
Target231_218.pdb,52.26
Target231_1063.pdb,51.61
Target231_1167.pdb,51.60
Target231_119.pdb,50.05
Target231_922.pdb,49.89
Target231_90.pdb,48.76
Target231_4.pdb,48.76
Target231_183.pdb,48.75
Target231_896.pdb,48.08
Target231_1425.pdb,47.95
Target231_1460.pdb,47.29
Target231_1046.pdb,47.25
Target231_110.pdb,46.88
Target231_1038.pdb,46.51
Target231_1221.pdb,46.01
Target231_45.pdb,45.90
Target231_1444.pdb,45.81
Target231_452.pdb,45.59
Target231_1538.pdb,45.45
Target231_1556.pdb,45.41
Target231_109.pdb,45.39
Target231_1300.pdb,45.11
Target231_1113.pdb,44.68
Target231_1352.pdb,44.61
Target231_1374.pdb,44.59
Target231_127.pdb,43.50
Target231_597.pdb,43.06
Target231_3.pdb,41.92
Target231_1559.pdb,41.19
Target231_1638.pdb,40.86
Target231_1480.pdb,40.54
Target231_1083.pdb,40.48
Target231_1109.pdb,40.45
Target231_697.pdb,40.21
Target231_130.pdb,39.85
Target231_1303.pdb,39.50
Target231_1574.pdb,39.29
Target231_918.pdb,38.00
Target231_696.pdb,37.49
Target231_240.pdb,36.85
Target231_1195.pdb,36.73
Target231_1391.pdb,36.55
Target231_601.pdb,36.17
Target231_50.pdb,36.11
Target231_1368.pdb,35.90
Target231_200.pdb,34.81
Target231_694.pdb,33.81
Target231_1279.pdb,33.77
Target231_173.pdb,33.56
Target231_390.pdb,33.50
Target231_357.pdb,33.14
Target231_1060.pdb,32.92
Target231_88.pdb,32.67
Target231_220.pdb,32.62
Target231_1319.pdb,31.95
Target231_622.pdb,30.55
Target231_39.pdb,30.23
Target231_211.pdb,29.64
Target231_1551.pdb,29.56
Target231_565.pdb,29.44
Target231_60.pdb,28.41
Target231_1631.pdb,28.41
Target231_1413.pdb,27.55
Target231_1240.pdb,27.05
Target231_658.pdb,26.93
Target231_654.pdb,26.69
Target231_1105.pdb,26.54
Target231_577.pdb,26.44
Target231_1227.pdb,25.26
Target231_1139.pdb,25.16
Target231_765.pdb,24.77
Target231_744.pdb,24.69
Target231_11.pdb,24.50
Target231_766.pdb,24.46
Target231_1255.pdb,24.12
Target231_1161.pdb,23.89
Target231_1182.pdb,23.85
Target231_688.pdb,23.35
Target231_501.pdb,23.12
Target231_596.pdb,22.93
Target231_62.pdb,22.89
Target231_1555.pdb,22.85
Target231_1348.pdb,22.84
Target231_1625.pdb,22.76
Target231_209.pdb,22.46
Target231_774.pdb,22.37
Target231_500.pdb,22.37
Target231_494.pdb,22.22
Target231_77.pdb,21.83
Target231_800.pdb,21.57
Target231_246.pdb,21.35
Target231_1649.pdb,20.65
Target231_1010.pdb,19.60
Target231_324.pdb,19.50
Target231_467.pdb,19.28
Target231_1547.pdb,19.04
Target231_635.pdb,19.03
Target231_228.pdb,18.81
Target231_762.pdb,18.77
Target231_695.pdb,18.46
Target231_325.pdb,17.91
Target231_305.pdb,17.90
Target231_888.pdb,17.69
Target231_254.pdb,17.60
Target231_20.pdb,16.88
Target231_1590.pdb,16.69
Target231_793.pdb,16.59
Target231_1601.pdb,16.53
Target231_472.pdb,16.42
Target231_1225.pdb,16.14
Target231_505.pdb,16.10
Target231_128.pdb,16.08
Target231_1120.pdb,16.08
Target231_1311.pdb,15.69
Target231_1399.pdb,15.44
Target231_946.pdb,15.27
Target231_1375.pdb,15.24
Target231_627.pdb,15.06
Target231_863.pdb,14.99
Target231_1540.pdb,14.98
Target231_739.pdb,14.91
Target231_1492.pdb,14.90
Target231_1082.pdb,14.90
Target231_310.pdb,14.36
Target231_433.pdb,14.34
Target231_468.pdb,14.26
Target231_1020.pdb,14.24
Target231_609.pdb,14.23
Target231_293.pdb,14.21
Target231_700.pdb,14.15
Target231_1616.pdb,14.06
Target231_108.pdb,14.05
Target231_1395.pdb,13.98
Target231_838.pdb,13.94
Target231_606.pdb,13.94
Target231_573.pdb,13.79
Target231_998.pdb,13.78
Target231_443.pdb,13.71
Target231_615.pdb,13.44
Target231_921.pdb,13.33
Target231_811.pdb,13.21
Target231_1470.pdb,12.95
Target231_1565.pdb,12.94
Target231_916.pdb,12.62
Target231_624.pdb,12.62
Target231_464.pdb,12.60
Target231_1266.pdb,12.53
Target231_957.pdb,12.44
Target231_600.pdb,12.32
Target231_6.pdb,12.31
Target231_1172.pdb,11.88
Target231_1002.pdb,11.84
Target231_281.pdb,11.59
Target231_1209.pdb,11.59
Target231_411.pdb,11.47
Target231_174.pdb,11.47
Target231_1431.pdb,11.47
Target231_999.pdb,11.44
Target231_534.pdb,11.44
Target231_550.pdb,11.40
Target231_1473.pdb,11.26
Target231_812.pdb,11.23
Target231_426.pdb,11.22
Target231_1550.pdb,11.21
Target231_933.pdb,11.18
Target231_722.pdb,11.12
Target231_1354.pdb,11.01
Target231_877.pdb,10.79
Target231_136.pdb,10.69
Target231_724.pdb,10.64
Target231_1454.pdb,10.60
Target231_703.pdb,10.58
Target231_1336.pdb,10.58
Target231_450.pdb,10.41
Target231_699.pdb,10.40
Target231_1372.pdb,10.36
Target231_1337.pdb,10.33
Target231_415.pdb,10.32
Target231_1597.pdb,10.25
Target231_1429.pdb,10.25
Target231_1478.pdb,10.22
Target231_715.pdb,10.18
Target231_19.pdb,10.18
Target231_1398.pdb,10.18
Target231_373.pdb,10.17
Target231_836.pdb,10.14
Target231_345.pdb,10.13
Target231_1140.pdb,10.13
Target231_178.pdb,10.08
Target231_1175.pdb,10.04
Target231_1121.pdb,9.94
Target231_870.pdb,9.90
Target231_1332.pdb,9.88
Target231_503.pdb,9.82
Target231_749.pdb,9.78
Target231_420.pdb,9.74
Target231_152.pdb,9.74
Target231_1032.pdb,9.74
Target231_1301.pdb,9.70
Target231_589.pdb,9.69
Target231_379.pdb,9.69
Target231_423.pdb,9.66
Target231_1090.pdb,9.64
Target231_691.pdb,9.62
Target231_556.pdb,9.60
Target231_179.pdb,9.57
Target231_323.pdb,9.54
Target231_637.pdb,9.49
Target231_587.pdb,9.49
Target231_252.pdb,9.48
Target231_561.pdb,9.34
Target231_717.pdb,9.27
Target231_1572.pdb,9.27
Target231_1230.pdb,9.27
Target231_1293.pdb,9.26
Target231_1070.pdb,9.22
Target231_1359.pdb,9.21
Target231_329.pdb,9.20
Target231_845.pdb,9.19
Target231_132.pdb,9.19
Target231_710.pdb,9.16
Target231_1487.pdb,9.16
Target231_1581.pdb,9.15
Target231_166.pdb,9.05
Target231_268.pdb,8.93
Target231_579.pdb,8.92
Target231_617.pdb,8.88
Target231_17.pdb,8.88
Target231_683.pdb,8.87
Target231_1663.pdb,8.81
Target231_318.pdb,8.75
Target231_532.pdb,8.74
Target231_1624.pdb,8.73
Target231_226.pdb,8.71
Target231_1423.pdb,8.71
Target231_1532.pdb,8.59
Target231_1422.pdb,8.59
Target231_197.pdb,8.56
Target231_736.pdb,8.47
Target231_859.pdb,8.45
Target231_970.pdb,8.40
Target231_941.pdb,8.40
Target231_927.pdb,8.40
Target231_52.pdb,8.37
Target231_1477.pdb,8.33
Target231_317.pdb,8.30
Target231_371.pdb,8.29
Target231_107.pdb,8.29
Target231_13.pdb,8.24
Target231_1346.pdb,8.21
Target231_421.pdb,8.18
Target231_1289.pdb,8.16
Target231_1606.pdb,8.15
Target231_191.pdb,8.10
Target231_205.pdb,8.07
Target231_1130.pdb,8.05
Target231_387.pdb,8.03
Target231_1305.pdb,8.03
Target231_1466.pdb,8.01
Target231_1560.pdb,7.98
Target231_480.pdb,7.96
Target231_1629.pdb,7.96
Target231_1174.pdb,7.96
Target231_604.pdb,7.93
Target231_758.pdb,7.90
Target231_1093.pdb,7.90
Target231_99.pdb,7.89
Target231_894.pdb,7.89
Target231_404.pdb,7.89
Target231_1019.pdb,7.84
